document_id,title,uploaded_at
0cb38070-b6fd-49e5-8ce0-60922a79477f,[3] INTP - Type Profile - The Ardent,2025-10-25 02:38 PM
73f259f8-7e8e-4d80-830c-739ae9ec27f1,[3] INTJ - Type Profile - The Ranger,2025-10-25 02:38 PM
eea574af-f4d3-4788-8cdf-acbab1edb541,[3] INFP - Type Profile - The Mystic,2025-10-25 02:39 PM
b536aa37-bee7-45a5-9ce5-f68123751c27,[3] ESTJ - Type Profile - The Judicator,2025-10-25 02:39 PM
71ad9301-338a-49c2-8580-b92a95b60fed,[3] ENFJ - Type Profile - The Cleric,2025-10-25 02:39 PM
ccd084f4-9cb8-4a18-9315-280c65f701cf,[3] ISTP - Type Profile - The Artificer,2025-10-25 02:39 PM
b8ec1dd2-7f5d-48b0-9855-0614c12a84c6,[3] ENTP - Type Profile - The Rogue,2025-10-25 02:39 PM
b1b32abb-7b0c-4280-9aeb-cf739bd241dd,[3] ESFJ - Type Profile - The Cavalier,2025-10-25 02:39 PM
b43156b7-65eb-4362-a413-01f901323423,[3] INFJ - Type Profile - The Paladin,2025-10-25 02:39 PM
fad8f4a1-b970-4c98-8404-5b31778ecd0b,[3] ENTJ - Type Profile - The Marshal,2025-10-25 02:39 PM
66219981-a6aa-4575-9bcc-a7bd88349e07,[3] ISFP - Type Profile - The Druid,2025-10-25 02:40 PM
9fc0f657-a487-4e52-b81f-633e1bb9594b,[5] Cognitive Compatibility - Golden Rule - All Types,2025-10-25 02:40 PM
217f5148-42d5-4004-ab77-7d5655c7f610,[5] Cognitive Synchronicity - Si vs Se - Sensing Axis,2025-10-25 02:40 PM
c425063e-50ce-465c-89b4-40f4bc1723bd,[5] Cognitive Synchronicity - Ni vs Ne - Intuition Axis,2025-10-25 02:40 PM
3fdf2cbd-0aa8-4753-8062-689a5b4724a7,[5] Cognitive Synchronicity - Ti vs Te - Thinking Axis,2025-10-25 02:40 PM
e4c0c91a-7519-4a8b-958b-799ebf00bcc9,[5] Cognitive Synchronicity - Fi vs Fe - Feeling Axis,2025-10-25 02:40 PM
72cc0e61-2d5d-4dc1-8534-47227d489581,[7.1] ENFJ - Virtue and Vice - Benevolence vs Cruelty,2025-10-25 02:41 PM
862f4dc0-4776-4caa-9e08-34762dea4498,[7.1] ESTJ - Virtue and Vice - Serenity vs Chaos,2025-10-25 02:41 PM
3acc9b9e-bf17-4db5-a3d7-55b9faa8d2a2,[7.1] ISTJ - Virtue and Vice - Objectivity vs The Trivial,2025-10-25 02:41 PM
6378b206-b983-4d49-be8c-6d806788639a,[7.1] INTJ - Virtue and Vice - Trust vs Paranoia,2025-10-25 02:41 PM
42fc3767-628b-46d2-a158-c66174d6fe9c,[7.1] ESFJ - Virtue and Vice - Caregiving vs Caretaking,2025-10-25 02:41 PM
2ca3878f-9a52-47d7-9521-a377ec0bcc40,[7.1] ISTP - Virtue and Vice - Joy vs Melancholy,2025-10-25 02:41 PM
29bb87e4-1caa-4cbe-a937-7dcce0d8ed5c,[7.1] ESTP - Virtue and Vice - Chastity vs Nymphomania,2025-10-25 02:41 PM
19ac055b-54bc-4fb2-b5c3-a271d1a5649d,[7.1] INFP - Virtue and Vice - Loyalty vs Treachery,2025-10-25 02:41 PM
2a3bc6cb-f24e-4750-a614-6b031fa6d824,[7.1] ENTJ - Virtue and Vice - Altruism vs Avarice,2025-10-25 02:41 PM
11dee702-7fbc-459a-a7cb-2a989b9c3906,[7.1] ISFJ - Virtue and Vice - Faith vs Fear,2025-10-25 02:41 PM
ef845fb6-d74f-415c-a8ad-2fdf82ed5e6e,[7.1] INTP - Virtue and Vice - Attentiveness vs Apathy,2025-10-25 02:41 PM
aeaf0027-8058-4b2a-9643-7a00b728f88f,[7.1] ENTP - Virtue and Vice - Sincerity vs Insincerity,2025-10-25 02:41 PM
e56d70be-ac31-41db-b64a-669df4208d3e,[7.1] ISFP - Virtue and Vice - Diligence vs Idleness,2025-10-25 02:42 PM
1d9ae496-f145-4571-9716-1f81331f7562,[7.1] INFJ - Virtue and Vice - Integrity vs Corruption,2025-10-25 02:42 PM
41b83644-261d-43c6-91cb-8054ac48ee93,[7.1] ENFP - Virtue and Vice - Charity vs Depravity,2025-10-25 02:42 PM
7c3ac536-836f-4d2f-80ae-65c133a1d34f,[7.1] ESFP - Virtue and Vice - Delayed vs Instant Gratification,2025-10-25 02:42 PM
1eac9eae-261b-48e8-ad4b-c5cfdfc1a50e,[7.1] ISTP - Virtue and Vice - Joy vs Melancholy,2025-10-25 02:42 PM
6e61bed9-03c8-4203-a166-c441093549fd,[7.2] Deadly Sins - Gluttony - INTP and ESFJ,2025-10-25 02:43 PM
5201e48b-3be8-4767-a06c-fc318dbf6635,[7.2] Deadly Sins - Wrath - Soul Temple Types,2025-10-25 02:44 PM
d1d6b2ee-fb30-4b4f-b858-81bcf37f432a,[7.2] Deadly Sins - Power Obsession - ESTJ and INFP,2025-10-25 02:44 PM
2d86cdf1-45e4-4833-bf4c-e694ffc80f50,[7.2] Deadly Sins - Pride - ENFJ and ISTP,2025-10-25 02:44 PM
0da499f2-0380-4169-a454-cc10bdff6809,[7.2] Deadly Sins - Overview - All Types,2025-10-25 02:44 PM
c0bc282a-69f0-419b-8fce-67c7fedb70b2,[7.2] Deadly Sins - Lust - INFJ and ESTP,2025-10-25 02:44 PM
8e39b916-690e-49b8-92d7-3f32ba041d58,[7.2] Deadly Sins - Vainglory - ESFP and INTJ,2025-10-25 02:46 PM
6cfe939d-7659-4f3d-85f5-37e410e84a66,[7.2] Deadly Sins - Greed - ISFP and ENTJ,2025-10-25 02:46 PM
25665a91-4b61-4ca9-8411-f99325f8d783,[7.2] Deadly Sins - Envy - ENTP and ISFJ,2025-10-25 02:47 PM
62e3c31f-529c-4e2a-9ecc-3cd21af25401,[8] Type Comparison - ENFJ vs ENFP - Same Functions Different Order,2025-10-25 02:47 PM
49422f63-abf7-43b2-80ce-b8f5ea41e771,[8] Type Comparison - ENTJ vs ENTP - Same Functions Different Order,2025-10-25 02:47 PM
5c81008c-d61d-44a1-a01e-0cb37bdb1be2,[8] Type Comparison - INFJ vs INFP - Same Functions Different Order,2025-10-25 02:47 PM
d4e27b55-8992-4c98-a4ed-535c7ce40c52,[8] Type Comparison - ESFJ vs ESFP - Same Functions Different Order,2025-10-25 02:47 PM
27cc8f2e-ac17-4fbe-81c5-41043ea6f4ab,[8] Type Comparison - ESTJ vs ESTP - Same Functions Different Order,2025-10-25 02:47 PM
dc60a9d1-2fc9-47c1-aa6f-dc0a5db0966c,[8] Type Comparison - INTJ vs INTP - Same Functions Different Order,2025-10-25 02:47 PM
f2bf4e4f-2bcb-49b0-a9b7-7aec56ee8216,[8] Type Comparison - ISFJ vs ISFP - Same Functions Different Order,2025-10-25 02:47 PM
8b265689-00a9-4339-bf1b-a1303f3ce0b4,[8] Type Comparison - ISTJ vs ISTP - Same Functions Different Order,2025-10-25 02:48 PM
3c0f5867-2d72-45f7-8691-bbe81c3b42af,[9] Type Comparison - ENTJ vs INTJ - Extravert vs Introvert,2025-10-25 02:49 PM
4cdbca7b-f872-4000-8343-1341e977af4f,[9] Type Comparison - ESFJ vs ISFJ - Extravert vs Introvert,2025-10-25 02:49 PM
8c9ccf65-458d-48a5-94c8-9b43b62a8c48,[9] Type Comparison - ENTP vs INTP - Extravert vs Introvert,2025-10-25 02:49 PM
1a42a4ef-7ecd-44c9-9a43-b31f8341274d,[9] Type Comparison - ESTJ vs ISTJ - Extravert vs Introvert,2025-10-25 02:49 PM
0f12b21d-9d0c-401e-8311-2cf93b0a8bc0,[9] Type Comparison - ENFP vs INFP - Extravert vs Introvert,2025-10-25 02:49 PM
edf26a59-b894-425f-852d-f45c0563f2cb,[9] Type Comparison - ESFP vs ISFP - Extravert vs Introvert,2025-10-25 02:49 PM
461ead41-c7c3-4d62-8986-44532624ae6b,[9] Type Comparison - ESTP vs ISTP - Extravert vs Introvert,2025-10-25 02:49 PM
01c839b8-8578-4b96-86f4-3cd70035d70f,[9] Type Comparison - INFJ vs ENFJ - Introvert vs Extravert,2025-10-25 02:50 PM
d57ca8d4-60d8-492e-81ad-146ca8064c77,[10] Type Comparison - INTJ vs INFJ - Thinking vs Feeling,2025-10-25 02:50 PM
564f7e92-f4d6-48cc-9501-4202553495d3,[10] Type Comparison - ESTP vs ESFP - Thinking vs Feeling,2025-10-25 02:50 PM
7a4cb255-0cab-482a-bf7a-8bfbd7d8ba41,[10] Type Comparison - ENTJ vs ENFJ - Thinking vs Feeling,2025-10-25 02:50 PM
a87fa412-8dbb-48b4-a00b-f88892eaaed7,[10] Type Comparison - ESTJ vs ESFJ - Thinking vs Feeling,2025-10-25 02:51 PM
52110a7f-f9ec-4dbc-9c7e-efc1e16af35f,[10] Type Comparison - INTP vs INFP - Thinking vs Feeling,2025-10-25 02:51 PM
3ebf34ca-9e18-4ed8-934b-987f31aef13b,[10] Type Comparison - ISTJ vs ISFJ - Thinking vs Feeling,2025-10-25 02:51 PM
0d96bdd4-443e-494e-9e51-4d4269a4bcf6,[10] Type Comparison - ISTP vs ISFP - Thinking vs Feeling,2025-10-25 02:51 PM
3eb4dd5b-d1d6-4de6-99b2-9e4b6eed7ad1,[10] Type Comparison - ENTP vs ENFP - Thinking vs Feeling,2025-10-25 02:51 PM
9af603c9-f3ef-49aa-a6e3-655dbf245d70,[11] Type Comparison - ESTJ vs ENTJ - Sensing vs Intuition,2025-10-25 02:52 PM
032a5bf3-1356-4311-8fa5-bb75fc09a963,[11] Type Comparison - ESTP vs ENTP - Sensing vs Intuition,2025-10-25 02:52 PM
0cfcae2e-531d-4aad-a5f4-b5bde204407f,[11] Type Comparison - ESFJ vs ENFJ - Sensing vs Intuition,2025-10-25 02:52 PM
e5867e28-be98-47ee-82ec-8319d8280d30,[11] Type Comparison - ESFP vs ENFP - Sensing vs Intuition,2025-10-25 02:55 PM
3cc8f0bc-8a3a-4c57-9db1-af74e3ca776c,[11] Type Comparison - ISTP vs INTP - Sensing vs Intuition,2025-10-25 02:55 PM
3cf7c0ea-a2fc-4e95-9959-72fd9fd9c802,[11] Type Comparison - ISFP vs INFP - Sensing vs Intuition,2025-10-25 02:55 PM
cdf9172f-2bf0-4b2e-8a9a-127886f366dc,[11] Type Comparison - ISTJ vs INTJ - Sensing vs Intuition,2025-10-25 02:55 PM
a540601f-1c67-4756-a7a5-75f656186590,[11] Type Comparison - ISFJ vs INFJ - Sensing vs Intuition,2025-10-25 02:55 PM
fa011c75-3373-4a42-8b32-b566eb8822a8,[12.1] ESTP - Social Compatibility - Compatible Types,2025-10-25 02:56 PM
b2ed6df2-8a5d-4049-8c0d-4737c943a495,[12.1] ENFJ - Social Compatibility - Compatible Types,2025-10-25 02:56 PM
b8627b04-06cd-4885-b57b-3cc249ed0c4d,[12.1] INFJ - Social Compatibility - Compatible Types,2025-10-25 02:56 PM
38cdd735-a3e9-4c1d-98dc-ddc11db14ea5,[12.1] INTJ - Social Compatibility - Compatible Types,2025-10-25 02:56 PM
0d98170b-6745-424b-be1c-d5aca5756d0d,[12.1] ESTJ - Social Compatibility - Compatible Types,2025-10-25 02:56 PM
e9730a73-0ec9-44e6-8e08-db773b12292b,[12.1] ISTP - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
c84a6851-bde1-4644-8ac1-71a5220c9dd2,[12.1] ISTJ - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
c2c20473-5d34-418a-9fab-bd8295be5dc7,[12.1] ISFP - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
e9ed27bd-ac8d-4e25-88d0-b7af0ca8ba4a,[12.1] ENFP - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
f01e7831-beb8-413d-b2de-41636f97287c,[12.1] ENTP - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
618e892d-2e01-4245-b1dc-3bcf1f7d8f3a,[12.1] INFP - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
b79c6e6a-81a3-4a00-8d57-bb884555adb7,[12.1] ESFP - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
7f128053-3bb5-4685-815e-7022b0ed24ba,[12.1] INTP - Social Compatibility - Compatible Types,2025-10-25 02:57 PM
c7f3fb8c-cbad-4c45-96ad-3f5b37835265,[12.1] ESFJ - Social Compatibility - Compatible Types,2025-10-25 02:58 PM
62beb697-0fd7-403c-af60-29636a1eb89e,[12.1] ISFJ - Social Compatibility - Compatible Types,2025-10-25 02:58 PM
2a8bef93-36ff-43bf-943c-1d4ab236ed06,[12.1] ENTJ - Social Compatibility - Compatible Types,2025-10-25 02:58 PM
fa1ef53f-e027-4027-94a6-3945d0b3abac,[12.2] ISFJ - Social Skills Optimization - Practical Guide,2025-10-25 02:58 PM
407d79fd-c489-4796-b232-4c86916577f8,[12.2] ESTP - Social Skills Optimization - Practical Guide,2025-10-25 02:58 PM
f317d59f-67de-41fe-bcd9-57681708598f,[12.2] INFP - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
f4d96892-3f53-4cfe-a6e4-a270e2299fed,[12.2] INTJ - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
a11a4a36-8a6b-426b-8a1b-e439525bca37,[12.2] ENFJ - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
e678bcbc-ca7e-43ff-b276-7859cb2a4147,[12.2] INTP - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
b3da1581-4de2-43ff-a9d0-fb39493d82d1,[12.2] ENTJ - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
78b91ce0-9874-4e7f-b49f-346abeb028a7,[12.2] ISTP - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
02aca22e-e19b-46dd-881d-98b1415d6a59,[12.2] INFJ - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
75d22984-ff40-4dd5-a208-933865abe791,[12.2] ENFP - Social Skills Optimization - Practical Guide,2025-10-25 02:59 PM
b2d1b873-e2bd-4c89-8d73-56e0d2595886,[12.2] ENTP - Social Skills Optimization - Practical Guide,2025-10-25 03:00 PM
a0cdcee9-c8fe-4bb7-bf10-1726e7d1807c,[12.2] ESFJ - Social Skills Optimization - Practical Guide,2025-10-25 03:00 PM
a43a7de6-ae25-4881-9ac3-d2bc8ffd3fa4,[12.2] ESFP - Social Skills Optimization - Practical Guide,2025-10-25 03:00 PM
29f84866-01a4-487e-a2dc-f27f682e5048,[12.2] ISTJ - Social Skills Optimization - Practical Guide,2025-10-25 03:00 PM
73de0943-6d6a-4364-bfe3-f3942ab55d57,[12.2] ESTJ - Social Skills Optimization - Practical Guide,2025-10-25 03:00 PM
3f740914-cb96-4a31-adb8-eede3a193344,[12.2] ESTP - Social Skills Optimization - Practical Guide,2025-10-25 03:03 PM
228919dc-8618-461e-8509-7198931b9d55,[14.1] Relationship Dynamics - ESTP and ISTJ - Golden Pair,2025-10-25 03:03 PM
6fce1bfa-9b6a-4dd0-a188-6ee5962824c0,[14.1] Relationship Dynamics - ENFP and INFJ - Golden Pair,2025-10-25 03:03 PM
3f3e3be1-217c-4089-a0f5-1d461ac45f1b,[14.1] Relationship Dynamics - ESFP and ISFJ - Golden Pair,2025-10-25 03:03 PM
0cdb6844-c0f6-4831-8f54-3cd981a89ab6,[14.1] Relationship Dynamics - ENTP and INTJ - Golden Pair,2025-10-25 03:04 PM
2df00481-6eb3-4ed0-85f9-a74f5373ffc3,[14.1] Relationship Dynamics - ESFJ and ISFP - Golden Pair,2025-10-25 03:04 PM
30d0befa-07fe-4eaf-aa5b-6c04bfdee925,[14.1] Relationship Dynamics - ENTJ and INTP - Golden Pair,2025-10-25 03:04 PM
787588f6-1347-457f-ac44-5cad5401a258,[14.1] Relationship Dynamics - ENFJ and INFP - Golden Pair,2025-10-25 03:04 PM
ae640d3b-ce30-4519-9b1e-3f53f2ea7b05,[14.1] Relationship Dynamics - ESTJ and ISTP - Golden Pair,2025-10-25 03:04 PM
0eafcf97-795b-49b5-b95f-8e7ce778f83f,[14.2] Relationship Dynamics - ENFJ and INTP - Pedagogue Pair,2025-10-25 03:05 PM
0f336497-d51a-440a-8319-818a99b6177e,[14.2] Relationship Dynamics - ESFJ and ISTP - Pedagogue Pair,2025-10-25 03:05 PM
18e95f56-e026-4ece-9e7d-20d0ae03e5d1,[14.2] Relationship Dynamics - ESTJ and ISFP - Pedagogue Pair,2025-10-25 03:05 PM
dd431fab-9103-4704-bc69-eca544a805bc,Season 14.2 - Pedagogue Pairs - ESFP & ISTJ_enhanced.pdf,2025-10-25 03:05 PM
0704b4ed-7890-40cd-b918-ea2c058412ac,[14.2] Relationship Dynamics - ESFP and ISTJ - Pedagogue Pair,2025-10-25 03:05 PM
fe11b313-f05a-4e81-8a12-fe744e793b5c,[14.2] Relationship Dynamics - ENFP and INTJ - Pedagogue Pair,2025-10-25 03:05 PM
49b50fec-e96b-42ac-befb-0a2e73bb6140,[14.2] Relationship Dynamics - ENTP and INFJ - Pedagogue Pair,2025-10-25 03:05 PM
8d4a6a25-7ab4-4351-a62b-2656613e2b43,[14.2] Relationship Dynamics - ESTP and ISFJ - Pedagogue Pair,2025-10-25 03:05 PM
b9ddb9dd-2f8a-489c-a323-afa40eaedd23,[14.3] Relationship Dynamics - ENFP and ISTP - Bronze Pair,2025-10-25 03:06 PM
85cd1a5e-cf8a-4115-9ffb-8fbf86d7d1c6,[14.3] Relationship Dynamics - ENTJ and ISFJ - Bronze Pair,2025-10-25 03:06 PM
2c04bbc2-12f0-431f-a735-23907aa92827,[14.3] Relationship Dynamics - ESTJ and INFJ - Bronze Pair,2025-10-25 03:06 PM
af1e6580-dbf5-4fea-bc88-67b293ced122,[14.3] Relationship Dynamics - ESTP and INFP - Bronze Pair,2025-10-25 03:06 PM
9e5bda57-b052-47bc-a9b2-aec14a10d316,[14.3] Relationship Dynamics - ESFP and INTP - Bronze Pair,2025-10-25 03:07 PM
2c953c1d-3882-473f-bd7b-04ffab86e10c,[14.3] Relationship Dynamics - ESFJ and INTJ - Bronze Pair,2025-10-25 03:07 PM
dfab992f-58df-43f5-9036-0638911a8a18,[14.3] Relationship Dynamics - ENFJ and ISTJ - Bronze Pair,2025-10-25 03:07 PM
e71187b7-cbc3-412c-a217-c2c3c692fd46,[14.3] Relationship Dynamics - ENTP and ISFP - Bronze Pair,2025-10-25 03:07 PM
ce2b97f3-5fee-4904-ab27-b5a4805eb790,[14.4] Relationship Dynamics - ESFJ and INTP - Dyad Pair Duality,2025-10-25 03:08 PM
573f9dab-cb3d-492c-bee7-998ee0fdf10d,[14.4] Relationship Dynamics - ESTP and INFJ - Dyad Pair Duality,2025-10-25 03:08 PM
054f4117-f83b-41bc-a98b-195319fc4361,[14.4] Relationship Dynamics - ENTJ and ISFP - Dyad Pair Duality,2025-10-25 03:08 PM
3a8b40af-a981-4a70-a106-2feaee8d73cd,[14.4] Relationship Dynamics - ENFJ and ISTP - Dyad Pair Duality,2025-10-25 03:08 PM
80f37a9f-1f95-46d8-ab4b-eaafb6d2e0ef,[14.4] Relationship Dynamics - ESTJ and INFP - Dyad Pair Duality,2025-10-25 03:08 PM
1e5d992a-fbe0-4a28-bb58-ccf0f71be4be,[14.4] Socionics - CSJ Perspective - Framework Discussion,2025-10-25 03:08 PM
e2bd475e-7e5e-4c8d-8da6-da3a4f0cf833,[14.4] Relationship Dynamics - ENTP and ISFJ - Dyad Pair Duality,2025-10-25 03:08 PM
b879d2f2-abb5-4ef0-9156-f2fb2947e414,[15] Temperament Matrix - Framework Overview - All Types,2025-10-25 03:09 PM
9ddc927f-d9f2-48e1-baca-7d11e4006422,[15] Temperament Matrix - Affiliative vs Pragmatic - Comparison,2025-10-25 03:09 PM
9b30e7f0-7f92-407f-8a6f-9e6976d54694,[15] Typing Methodology - Preventing Mistyping - Practical Guide,2025-10-25 03:09 PM
96bae641-a346-403d-a7ce-4bbdfae1c0ed,[15] Type Grid - Usage Guide - Practical Application,2025-10-25 03:09 PM
2e1b7f26-5f47-4f9c-8b45-42baae2e83ba,[15] Communication Styles - Direct vs Informative - Comparison,2025-10-25 03:09 PM
b547f78d-ece8-4790-8fb2-48830471da59,[15] Temperament Matrix - Systematic vs Interest - Comparison,2025-10-25 03:09 PM
1d7696de-a4e4-4446-8471-ba7981ed4696,[15] Interaction Styles - Initiating vs Responding - Comparison,2025-10-25 03:09 PM
5513fc67-3cf6-486e-9c92-75d9320824f4,[15] Interaction Styles and Temperaments - Introduction - All Types,2025-10-25 03:09 PM
552c5a77-11fd-4b07-a758-b925802aaa76,[15] Interaction Styles - Control vs Movement - Comparison,2025-10-25 03:09 PM
b39bf7da-5f80-4f36-8b56-1eaa607b5b22,[15] Temperament Matrix - Abstract vs Concrete - Comparison,2025-10-25 03:09 PM
c5723624-91e2-4a6e-9983-44147c8f8b3d,[15] MBTI Letters - Critical Analysis - Debunking Dichotomies,2025-10-25 03:09 PM
b592cf69-0e95-48e0-b226-0a0e6b4c009e,[15] Ambiversion - Explanation - All Types,2025-10-25 03:09 PM
a09189e5-7958-438a-a3ba-53a12589cf1f,[16] Cognitive Attitudes - Parent Function - Advanced Framework,2025-10-25 03:10 PM
e725227c-bf7d-4c96-b4af-173d008eb4f9,[16] Cognitive Attitudes - Nemesis Function - Advanced Framework,2025-10-25 03:10 PM
dda90fa2-c5f7-4feb-9bc1-62b6665a45ed,[16] Cognitive Attitudes - Trickster Function - Advanced Framework,2025-10-25 03:10 PM
11e27c70-54af-48d8-aabd-594e7d40803d,[16] Cognitive Attitudes - Inferior Function - Advanced Framework,2025-10-25 03:10 PM
6e8eae28-dcad-4aaf-a8ae-cd4ba8d65950,[16] Cognitive Attitudes - Child Function - Advanced Framework,2025-10-25 03:10 PM
14a905d6-a851-4954-97ed-f6d24879996d,[16] Cognitive Attitudes - Demon Function - Advanced Framework,2025-10-25 03:10 PM
4b3b5fdf-76e0-4434-af2d-a46c1d419b7b,[16] Cognitive Attitudes - Hero Function - Advanced Framework,2025-10-25 03:10 PM
6f3ad554-bd38-4cff-9083-12e5a7bd1a8a,[16] Cognitive Attitudes - Critic Function - Advanced Framework,2025-10-25 03:10 PM
8fcc8df1-63a2-42af-87c0-82c917f23521,[17.1] Ego Side - Gateway Explanation - Four Sides Framework,2025-10-25 03:11 PM
e5ddaf38-0707-4445-9113-697214adfa28,[17.1] Superego Side - Gateway Explanation Part 1 - Four Sides Framework,2025-10-25 03:11 PM
4755f8ee-f3b4-46df-a3d6-0d33d285c4b9,[17.1] Four Sides of Mind - Impact and Application - All Types,2025-10-25 03:11 PM
14510aab-9c63-4b3c-a414-94c5936b55ed,[17.1] Four Sides of Mind - Manifestation - All Types,2025-10-25 03:11 PM
7a55446b-34cc-4a56-a2f0-b9fb4b6f9430,[17.1] Quadras - Typing Methodology - Practical Guide,2025-10-25 03:11 PM
3c981b55-86f8-4b42-8bcb-ce9c7f744ba0,[17.1] Psychological Prejudice - Open Letter - Discussion,2025-10-25 03:11 PM
73f371c6-f62b-4741-bad8-95298ef57753,[17.1] Cognitive Focus - Explanation - Advanced Framework,2025-10-25 03:11 PM
f510d82c-b07e-4b0e-80bd-d11c88b8cc14,[17.1] Unconscious Side - Gateway Explanation - Four Sides Framework,2025-10-25 03:18 PM
2c652530-9492-426d-a9f3-5babc8c539b1,[17.1] Quadras - Virtues and Vices - All Quadras,2025-10-25 03:18 PM
